pl_name,pl_rade,pl_bmasse,pl_orbsmax,pl_insol,st_teff,st_rad,habitability_label
Kepler-1366 b,1.28,,0.0269,83.44,3900.0,0.54,0
Kepler-1367 b,0.85,,0.022,134.74,3954.0,0.546,0
Kepler-1367 b,0.85,,0.022,134.74,3954.0,0.546,0
Kepler-1367 b,0.85,,0.022,134.74,3954.0,0.546,0
Kepler-1367 b,0.93,,0.0236,234.92,4313.0,0.65,0
Kepler-1368 b,1.44,,0.0153,4473.06,5966.0,0.961,0
Kepler-1368 b,1.36,,0.0153,4473.06,5966.0,0.961,0
Kepler-1368 b,1.44,,0.0153,4473.06,5966.0,0.961,0
Kepler-1368 b,1.44,,0.0153,4473.06,5966.0,0.961,0
Kepler-1369 b,2.88,,0.1741,46.82,6036.0,1.093,0
Kepler-1369 b,2.99,,0.1741,46.82,6036.0,1.093,0
Kepler-1369 b,2.99,,0.1741,46.82,6036.0,1.093,0
Kepler-1369 b,2.99,,0.1741,46.82,6036.0,1.093,0
Kepler-137 b,1.66,,0.0786,77.27,5343.0,0.809,0
Kepler-137 b,1.66,,0.0786,77.27,5343.0,0.809,0
Kepler-137 b,1.66,,0.0786,77.27,5343.0,0.809,0
Kepler-137 b,1.746,,0.07688,82.5,5237.0,0.851,0
Kepler-137 b,1.5,,0.0757,71.51,5188.0,0.795,0
Kepler-137 c,2.1,,0.1289,24.66,5188.0,0.795,0
Kepler-137 c,2.15,,0.1337,26.7,5343.0,0.809,0
Kepler-137 c,2.15,,0.1337,26.7,5343.0,0.809,0
Kepler-137 c,2.15,,0.1337,26.7,5343.0,0.809,0
Kepler-137 c,2.259,,0.13086,28.5,5237.0,0.851,0
Kepler-1370 b,2.035,,0.15763,114.0,6190.0,1.466,0
Kepler-1370 b,2.12,,0.1495,82.92,5937.0,1.291,0
Kepler-1370 b,1.77,,0.1563,93.49,6292.0,1.276,0
Kepler-1370 b,1.77,,0.1563,93.49,6292.0,1.276,0
Kepler-1370 b,1.77,,0.1563,93.49,6292.0,1.276,0
Kepler-1370 c,1.382,,0.08084,433.0,6190.0,1.466,0
Kepler-1370 c,1.33,,0.0767,315.02,5937.0,1.291,0
Kepler-1370 c,1.2,,0.0801,355.96,6292.0,1.276,0
Kepler-1370 c,1.2,,0.0801,355.96,6292.0,1.276,0
Kepler-1370 c,1.2,,0.0801,355.96,6292.0,1.276,0
Kepler-1371 b,0.64,,0.0393,251.24,5374.0,0.721,0
Kepler-1371 b,0.852,,0.04214,352.1,5260.0,0.954,0
Kepler-1371 b,0.64,,0.0393,251.24,5374.0,0.721,0
Kepler-1371 b,0.64,,0.0393,251.24,5374.0,0.721,0
Kepler-1371 b,0.7,,0.0393,251.24,5374.0,0.721,0
Kepler-1371 c,0.53,,0.0274,516.85,5374.0,0.721,0
Kepler-1371 c,0.53,,0.0274,516.85,5374.0,0.721,0
Kepler-1371 c,0.53,,0.0274,516.85,5374.0,0.721,0
Kepler-1371 c,0.65,,0.0274,516.85,5374.0,0.721,0
Kepler-1371 c,0.705,,0.02937,724.4,5260.0,0.954,0
Kepler-1372 b,1.26,,0.024,1776.99,5926.0,0.963,0
Kepler-1372 b,1.15,,0.024,1776.99,5926.0,0.963,0
Kepler-1372 b,1.26,,0.024,1776.99,5926.0,0.963,0
Kepler-1372 b,1.26,,0.024,1776.99,5926.0,0.963,0
Kepler-1373 b,0.87,,0.0239,2702.99,6341.0,1.033,0
Kepler-1373 b,0.87,,0.0239,2702.99,6341.0,1.033,0
Kepler-1373 b,0.87,,0.0239,2702.99,6341.0,1.033,0
Kepler-1373 b,1.703,,0.02598,8385.9,6280.0,2.016,0
Kepler-1373 b,0.89,,0.0242,2993.7,6384.0,1.086,0
Kepler-1374 b,2.2,,0.0918,69.81,5602.0,0.817,0
Kepler-1374 b,2.39,,0.0918,72.15,5614.0,0.827,0
Kepler-1374 b,2.39,,0.0918,72.15,5614.0,0.827,0
Kepler-1374 b,2.39,,0.0918,72.15,5614.0,0.827,0
Kepler-1375 b,1.21,,0.0445,1022.14,6277.0,1.207,0
Kepler-1375 b,1.43,,0.0471,1341.9,6333.0,1.438,0
Kepler-1375 b,1.21,,0.0445,1022.14,6277.0,1.207,0
Kepler-1375 b,1.21,,0.0445,1022.14,6277.0,1.207,0
Kepler-1376 b,1.08,,0.0598,279.21,5914.0,0.955,0
Kepler-1376 b,1.07,,0.0598,279.21,5914.0,0.955,0
Kepler-1376 b,1.07,,0.0598,279.21,5914.0,0.955,0
Kepler-1376 b,1.07,,0.0598,279.21,5914.0,0.955,0
Kepler-1377 b,1.32,,0.0153,2909.21,5618.0,0.874,0
Kepler-1377 b,1.32,,0.0153,2909.21,5618.0,0.874,0
Kepler-1377 b,1.32,,0.0153,2909.21,5618.0,0.874,0
Kepler-1377 b,1.22,,0.0153,2909.21,5618.0,0.874,0
Kepler-1378 b,2.14,,0.0885,17.92,4359.0,0.659,0
Kepler-1378 b,2.14,,0.0885,17.92,4359.0,0.659,0
Kepler-1378 b,2.14,,0.0885,17.92,4359.0,0.659,0
Kepler-1378 b,2.1,,0.0885,17.92,4359.0,0.659,0
Kepler-1379 b,1.28,,0.0171,1418.14,5260.0,0.778,0
Kepler-1379 b,1.28,,0.0171,1418.14,5260.0,0.778,0
Kepler-1379 b,1.28,,0.0171,1418.14,5260.0,0.778,0
Kepler-1379 b,1.24,,0.0171,1419.46,5268.0,0.776,0
Kepler-138 b,0.64,0.07,0.0753,9.9,3841.0,0.535,0
Kepler-138 b,0.58,,0.0746,8.75,3841.0,0.5,0
Kepler-138 b,0.59,,0.0739,9.07,3846.0,0.503,0
Kepler-138 b,0.58,,0.0746,8.75,3841.0,0.5,0
Kepler-138 b,0.58,,0.0746,8.75,3841.0,0.5,0
Kepler-138 c,1.33,,0.0905,5.95,3841.0,0.5,0
Kepler-138 c,1.33,,0.0905,5.95,3841.0,0.5,0
Kepler-138 c,1.33,,0.0905,5.95,3841.0,0.5,0
Kepler-138 c,1.51,2.3,0.0913,6.8,3841.0,0.535,0
Kepler-138 c,1.42,,0.0896,6.17,3846.0,0.503,0
Kepler-138 d,1.52,,0.1277,2.99,3841.0,0.5,0
Kepler-138 d,1.52,,0.1277,2.99,3841.0,0.5,0
Kepler-138 d,1.24,,0.1264,3.1,3846.0,0.503,0
Kepler-138 d,1.52,,0.1277,2.99,3841.0,0.5,0
Kepler-138 d,1.51,2.1,0.1288,3.4,3841.0,0.535,0
Kepler-1380 b,1.34,,0.0917,90.1,5708.0,0.893,0
Kepler-1380 b,1.27,,0.0917,90.1,5708.0,0.893,0
Kepler-1380 b,1.34,,0.0917,90.1,5708.0,0.893,0
Kepler-1380 b,1.34,,0.0917,90.1,5708.0,0.893,0
Kepler-1381 b,2.44,,0.1728,42.01,6137.0,0.994,0
Kepler-1381 b,2.41,,0.1728,42.01,6137.0,0.994,0
Kepler-1381 b,2.41,,0.1728,42.01,6137.0,0.994,0
Kepler-1381 b,2.41,,0.1728,42.01,6137.0,0.994,0
Kepler-1382 b,1.856,,0.14023,192.7,6139.0,1.727,0
Kepler-1382 b,1.08,,0.1307,70.99,6046.0,1.007,0
Kepler-1382 b,1.08,,0.1307,70.99,6046.0,1.007,0
Kepler-1382 b,2.23,,0.1404,200.1,6133.0,1.765,0
Kepler-1382 b,1.08,,0.1307,70.99,6046.0,1.007,0
Kepler-1383 b,1.16,,0.1107,161.84,6279.0,1.194,0
Kepler-1383 b,1.528,,0.11397,237.7,6093.0,1.581,0
Kepler-1383 b,1.16,,0.1107,161.84,6279.0,1.194,0
Kepler-1383 b,1.33,,0.1179,175.14,6052.0,1.424,0
Kepler-1383 b,1.16,,0.1107,161.84,6279.0,1.194,0
Kepler-1384 b,1.8,,0.1126,32.23,5011.0,0.851,0
Kepler-1384 b,2.21,,0.1126,32.23,5011.0,0.851,0
Kepler-1384 b,2.21,,0.1126,32.23,5011.0,0.851,0
Kepler-1384 b,2.21,,0.1126,32.23,5011.0,0.851,0
Kepler-1385 b,0.55,,0.039,469.43,5751.0,0.854,0
Kepler-1385 b,0.55,,0.039,469.43,5751.0,0.854,0
Kepler-1385 b,0.84,,0.0415,969.05,5696.0,1.331,0
Kepler-1385 b,1.064,,0.04262,1460.7,5727.0,1.658,0
Kepler-1385 b,0.55,,0.039,469.43,5751.0,0.854,0
Kepler-1386 b,1.48,,0.068,246.9,5511.0,1.176,0
Kepler-1386 b,1.09,,0.0699,176.73,5770.0,0.933,0
Kepler-1386 b,1.09,,0.0699,176.73,5770.0,0.933,0
Kepler-1386 b,1.09,,0.0699,176.73,5770.0,0.933,0
Kepler-1387 b,0.93,,0.031,374.78,5017.0,0.797,0
Kepler-1387 b,0.93,,0.031,374.78,5017.0,0.797,0
Kepler-1387 b,0.87,,0.031,374.78,5017.0,0.797,0
Kepler-1387 b,0.93,,0.031,374.78,5017.0,0.797,0
Kepler-1388 b,2.23,,0.085,7.86,3903.0,0.523,0
Kepler-1388 b,2.23,,0.085,7.86,3903.0,0.523,0
Kepler-1388 b,2.21,,0.0882,8.39,3891.0,0.564,0
Kepler-1388 b,2.23,,0.085,7.86,3903.0,0.523,0
Kepler-1388 c,1.96,,0.05,22.72,3903.0,0.523,0
Kepler-1388 c,1.96,,0.05,22.72,3903.0,0.523,0
Kepler-1388 c,1.96,,0.05,22.72,3903.0,0.523,0
Kepler-1388 c,2.2,,0.0519,24.23,3891.0,0.564,0
Kepler-1388 d,2.43,,0.1214,3.85,3903.0,0.523,0
Kepler-1388 d,2.38,,0.126,4.11,3891.0,0.564,0
Kepler-1388 d,2.43,,0.1214,3.85,3903.0,0.523,0
Kepler-1388 e,2.09,,0.1793,1.77,3903.0,0.523,0
Kepler-1388 e,2.25,,0.1861,1.88,3891.0,0.564,0
Kepler-1388 e,2.09,,0.1793,1.77,3903.0,0.523,0
Kepler-1389 b,1.77,,0.3825,2.41,5129.0,0.754,0
Kepler-1389 b,1.77,,0.3825,2.41,5129.0,0.754,0
Kepler-1389 b,2.17,,0.3869,1.93,5010.0,0.715,0
Kepler-1389 b,1.77,,0.3825,2.41,5129.0,0.754,0
Kepler-1389 b,1.669,,0.38249,1.9,4962.0,0.709,0
Kepler-139 b,2.62,,0.1242,75.61,5620.0,1.143,0
Kepler-139 b,2.377,,0.12625,61.8,5630.0,1.045,0
Kepler-139 b,2.73,,0.1249,82.18,5616.0,1.2,0
Kepler-139 b,2.73,,0.1249,82.18,5616.0,1.2,0
Kepler-139 b,2.73,,0.1249,82.18,5616.0,1.2,0
Kepler-139 c,2.63,,0.5749,3.53,5620.0,1.143,0
Kepler-139 c,2.451,,0.58447,2.9,5630.0,1.045,0
Kepler-139 c,2.81,,0.5781,3.84,5616.0,1.2,0
Kepler-139 c,2.81,,0.5781,3.84,5616.0,1.2,0
Kepler-139 c,2.81,,0.5781,3.84,5616.0,1.2,0
Kepler-139 d,1.95,,0.0748,229.13,5616.0,1.2,0
Kepler-139 d,2.11,,0.0744,210.72,5620.0,1.143,0
Kepler-139 d,1.95,,0.0748,229.13,5616.0,1.2,0
Kepler-139 d,1.95,,0.0748,229.13,5616.0,1.2,0
Kepler-139 d,1.695,,0.07559,172.3,5630.0,1.045,0
Kepler-1390 b,1.26,,0.0662,180.05,5496.0,0.983,0
Kepler-1390 b,0.92,,0.0647,136.78,5662.0,0.789,0
Kepler-1390 b,0.92,,0.0647,136.78,5662.0,0.789,0
Kepler-1390 b,0.92,,0.0647,136.78,5662.0,0.789,0
Kepler-1391 b,1.56,,0.2768,16.35,5746.0,1.133,0
Kepler-1391 b,1.36,,0.2796,10.91,5883.0,0.892,0
Kepler-1391 b,1.36,,0.2796,10.91,5883.0,0.892,0
Kepler-1391 b,1.36,,0.2796,10.91,5883.0,0.892,0
Kepler-1391 b,2.366,,0.30045,26.9,5781.0,1.557,0
Kepler-1392 b,1.93,,0.1189,61.42,5926.0,0.887,0
Kepler-1392 b,2.04,,0.1189,61.42,5926.0,0.887,0
Kepler-1392 b,2.04,,0.1189,61.42,5926.0,0.887,0
Kepler-1392 b,2.04,,0.1189,61.42,5926.0,0.887,0
Kepler-1393 b,0.67,,0.0337,574.37,5561.0,0.873,0
Kepler-1393 b,0.7,,0.0344,570.96,5771.0,0.825,0
Kepler-1393 b,0.7,,0.0344,570.96,5771.0,0.825,0
Kepler-1393 b,0.7,,0.0344,570.96,5771.0,0.825,0
Kepler-1394 b,1.36,,0.0555,3388.82,6277.0,2.741,0
Kepler-1394 b,0.75,,0.0536,1470.37,6712.0,1.525,0
Kepler-1394 b,0.75,,0.0536,1470.37,6712.0,1.525,0
Kepler-1394 b,0.75,,0.0536,1470.37,6712.0,1.525,0
Kepler-1394 b,0.982,,0.05474,2014.8,6422.0,1.989,0
Kepler-1395 b,1.18,,0.0519,2201.61,6461.0,1.95,0
Kepler-1395 b,0.722,,0.04974,701.4,6069.0,1.193,0
Kepler-1395 b,1.18,,0.0519,2201.61,6461.0,1.95,0
Kepler-1395 b,1.18,,0.0519,2201.61,6461.0,1.95,0
Kepler-1395 b,0.7,,0.0494,699.15,6017.0,1.206,0
Kepler-1396 b,1.78,,0.1406,90.43,5951.0,1.262,0
Kepler-1396 b,1.65,,0.1397,73.95,6241.0,1.031,0
Kepler-1396 b,1.65,,0.1397,73.95,6241.0,1.031,0
Kepler-1396 b,1.65,,0.1397,73.95,6241.0,1.031,0
Kepler-1397 b,1.37,,0.2451,14.67,5869.0,0.911,0
Kepler-1397 b,1.37,,0.2451,14.67,5869.0,0.911,0
Kepler-1397 b,2.578,,0.25861,55.5,6123.0,1.716,0
Kepler-1397 b,1.37,,0.2451,14.67,5869.0,0.911,0
Kepler-1397 b,1.61,,0.2602,21.82,6007.0,1.126,0
Kepler-1398 b,0.77,,0.039,861.28,6245.0,0.981,0
Kepler-1398 b,0.77,,0.039,861.28,6245.0,0.981,0
Kepler-1398 b,1.02,,0.0392,1228.07,5758.0,1.385,0
Kepler-1398 b,0.77,,0.039,861.28,6245.0,0.981,0
Kepler-1398 b,1.003,,0.03909,1213.6,5969.0,1.276,0
Kepler-1398 c,0.84,,0.0508,507.63,6245.0,0.981,0
Kepler-1398 c,1.13,,0.051,725.53,5758.0,1.385,0
Kepler-1398 c,0.84,,0.0508,507.63,6245.0,0.981,0
Kepler-1398 c,1.094,,0.05087,716.5,5969.0,1.276,0
Kepler-1398 c,0.84,,0.0508,507.63,6245.0,0.981,0
Kepler-1399 b,1.31,,0.0276,1585.07,6119.0,0.981,0
Kepler-1399 b,1.31,,0.0276,1585.07,6119.0,0.981,0
Kepler-1399 b,1.31,,0.0276,1585.07,6119.0,0.981,0
Kepler-1399 b,1.29,,0.0276,1585.07,6119.0,0.981,0
Kepler-14 b,12.21,,0.0787,1029.51,6378.0,2.075,0
Kepler-14 b,12.21,,0.0787,1029.51,6378.0,2.075,0
Kepler-14 b,12.21,,0.0787,1029.51,6378.0,2.075,0
Kepler-14 b,9.86,,0.0769,998.97,6372.0,2.001,0
Kepler-140 b,1.35,,0.045,723.71,6167.0,1.064,0
Kepler-140 b,1.485,,0.0436,852.1,6024.0,1.172,0
Kepler-140 b,1.35,,0.045,723.71,6167.0,1.064,0
Kepler-140 b,1.38,,0.0443,675.56,5945.0,1.089,0
Kepler-140 b,1.35,,0.045,723.71,6167.0,1.064,0
Kepler-140 c,1.54,,0.4159,8.47,6167.0,1.064,0
Kepler-140 c,1.57,,0.409,7.93,5945.0,1.089,0
Kepler-140 c,1.54,,0.4159,8.47,6167.0,1.064,0
Kepler-140 c,1.694,,0.40274,10.0,6024.0,1.172,0
Kepler-140 c,1.54,,0.4159,8.47,6167.0,1.064,0
Kepler-1400 b,1.63,,0.0771,65.52,5142.0,0.789,0
Kepler-1400 b,1.63,,0.0771,65.52,5142.0,0.789,0
Kepler-1400 b,1.9,,0.0771,65.52,5142.0,0.789,0
Kepler-1400 b,1.63,,0.0771,65.52,5142.0,0.789,0
Kepler-1401 b,1.7,,0.0975,100.91,6038.0,0.898,0
Kepler-1401 b,1.37,,0.0975,100.91,6038.0,0.898,0
Kepler-1401 b,1.37,,0.0975,100.91,6038.0,0.898,0
Kepler-1401 b,1.37,,0.0975,100.91,6038.0,0.898,0
Kepler-1402 b,0.73,,0.0301,557.99,5437.0,0.804,0
Kepler-1402 b,0.73,,0.0301,557.99,5437.0,0.804,0
Kepler-1402 b,0.73,,0.0301,557.99,5437.0,0.804,0
Kepler-1402 b,1.6,,0.0322,2422.92,5282.0,1.899,0
Kepler-1403 b,2.24,,0.0642,578.43,6449.0,1.241,0
Kepler-1403 b,2.24,,0.0642,578.43,6449.0,1.241,0
Kepler-1403 b,2.24,,0.0642,578.43,6449.0,1.241,0
Kepler-1403 b,2.03,,0.064,554.37,6415.0,1.224,0
Kepler-1404 b,1.89,,0.114,31.8,5385.0,0.741,0
Kepler-1404 b,1.89,,0.114,31.8,5385.0,0.741,0
Kepler-1404 b,1.89,,0.114,31.8,5385.0,0.741,0
Kepler-1404 b,1.77,,0.1143,29.83,5380.0,0.721,0
Kepler-1405 b,3.08,,0.1772,23.89,5864.0,0.842,0
Kepler-1405 b,3.08,,0.1772,23.89,5864.0,0.842,0
Kepler-1405 b,2.82,,0.1778,24.03,5858.0,0.849,0
Kepler-1405 b,3.08,,0.1772,23.89,5864.0,0.842,0
Kepler-1406 b,1.31,,0.0987,125.89,5721.0,1.131,0
Kepler-1406 b,1.06,,0.0994,146.47,6060.0,1.095,0
Kepler-1406 b,1.06,,0.0994,146.47,6060.0,1.095,0
Kepler-1406 b,1.06,,0.0994,146.47,6060.0,1.095,0
Kepler-1407 b,2.16,,0.1494,69.25,6086.0,1.122,0
Kepler-1407 b,2.16,,0.1494,69.25,6086.0,1.122,0
Kepler-1407 b,3.2,,0.1502,110.19,5902.0,1.513,0
Kepler-1407 b,2.16,,0.1494,69.25,6086.0,1.122,0
Kepler-1408 b,0.84,,0.0417,1234.68,6295.0,1.236,0
Kepler-1408 b,0.84,,0.0417,1234.68,6295.0,1.236,0
Kepler-1408 b,0.84,,0.0417,1234.68,6295.0,1.236,0
Kepler-1408 b,1.171,,0.04218,1962.0,6018.0,1.723,0
Kepler-1408 b,1.12,,0.0425,1611.51,5888.0,1.645,0
Kepler-1409 b,1.04,,0.0152,2145.14,5231.0,0.86,0
Kepler-1409 b,1.1,,0.0152,2145.14,5231.0,0.86,0
Kepler-1409 b,0.963,,0.01553,1440.5,5113.0,0.753,0
Kepler-1409 b,1.1,,0.0152,2145.14,5231.0,0.86,0
Kepler-1409 b,1.1,,0.0152,2145.14,5231.0,0.86,0
Kepler-141 b,16.16,,0.0409,58192.75,4173.0,18.939,0
Kepler-141 b,0.664,,0.03993,216.7,5019.0,0.778,0
Kepler-141 b,16.16,,0.0409,58192.75,4173.0,18.939,0
Kepler-141 b,16.16,,0.0409,58192.75,4173.0,18.939,0
Kepler-141 b,0.73,,0.0391,207.72,4908.0,0.782,0
Kepler-141 c,38.6,,0.0703,19697.21,4173.0,18.939,0
Kepler-141 c,1.587,,0.06867,73.1,5019.0,0.778,0
Kepler-141 c,38.6,,0.0703,19697.21,4173.0,18.939,0
Kepler-141 c,38.6,,0.0703,19697.21,4173.0,18.939,0
Kepler-141 c,1.5,,0.0672,70.32,4908.0,0.782,0
Kepler-1410 b,1.56,,0.247,0.93,3903.0,0.523,1
Kepler-1410 b,2.15,,0.2543,1.06,3950.0,0.566,0
Kepler-1410 b,1.39,,0.2465,0.84,3808.0,0.522,1
Kepler-1410 b,1.56,,0.247,0.93,3903.0,0.523,1
Kepler-1410 b,1.56,,0.247,0.93,3903.0,0.523,1
Kepler-1411 b,3.24,,0.3998,9.17,6167.0,1.064,0
Kepler-1411 b,3.11,,0.4001,8.93,6161.0,1.053,0
Kepler-1411 b,3.24,,0.3998,9.17,6167.0,1.064,0
Kepler-1411 b,3.24,,0.3998,9.17,6167.0,1.064,0
Kepler-1412 b,0.61,,0.0439,500.17,6042.0,0.899,0
Kepler-1412 b,0.61,,0.0439,500.17,6042.0,0.899,0
Kepler-1412 b,1.027,,0.04608,1055.9,5759.0,1.507,0
Kepler-1412 b,0.9,,0.0461,900.38,5799.0,1.375,0
Kepler-1412 b,0.61,,0.0439,500.17,6042.0,0.899,0
Kepler-1413 b,1.92,,0.1066,45.19,5382.0,0.827,0
Kepler-1413 b,1.84,,0.1066,45.19,5382.0,0.827,0
Kepler-1413 b,1.92,,0.1066,45.19,5382.0,0.827,0
Kepler-1413 b,1.92,,0.1066,45.19,5382.0,0.827,0
Kepler-1414 b,1.44,,0.0426,269.57,5094.0,0.901,0
Kepler-1414 b,1.44,,0.0426,269.57,5094.0,0.901,0
Kepler-1414 b,1.44,,0.0426,269.57,5094.0,0.901,0
Kepler-1414 b,1.35,,0.0426,269.57,5094.0,0.901,0
Kepler-1415 b,1.202,,0.01416,2108.4,5200.0,0.803,0
Kepler-1415 b,1.31,,0.0144,2754.93,5343.0,0.885,0
Kepler-1415 b,1.33,,0.0144,2754.93,5343.0,0.885,0
Kepler-1415 b,1.33,,0.0144,2754.93,5343.0,0.885,0
Kepler-1415 b,1.33,,0.0144,2754.93,5343.0,0.885,0
Kepler-1416 b,0.86,,0.0248,2103.03,5710.0,1.166,0
Kepler-1416 b,1.44,,0.0257,2880.38,5635.0,1.452,0
Kepler-1416 b,0.86,,0.0248,2103.03,5710.0,1.166,0
Kepler-1416 b,0.86,,0.0248,2103.03,5710.0,1.166,0
Kepler-1417 b,1.541,,0.14062,113.2,5693.0,1.54,0
Kepler-1417 b,1.01,,0.1431,55.07,5952.0,1.002,0
Kepler-1417 b,1.0,,0.1431,55.07,5952.0,1.002,0
Kepler-1417 b,1.0,,0.1431,55.07,5952.0,1.002,0
Kepler-1417 b,1.0,,0.1431,55.07,5952.0,1.002,0
Kepler-1418 b,1.32,,0.1309,7.29,4560.0,0.568,0
Kepler-1418 b,1.21,,0.131,7.27,4563.0,0.567,0
Kepler-1418 b,1.32,,0.1309,7.29,4560.0,0.568,0
Kepler-1418 b,1.32,,0.1309,7.29,4560.0,0.568,0
Kepler-1419 b,2.6,,0.2391,15.97,5911.0,0.914,0
Kepler-1419 b,2.45,,0.2391,15.97,5911.0,0.914,0
Kepler-1419 b,2.6,,0.2391,15.97,5911.0,0.914,0
Kepler-1419 b,2.6,,0.2391,15.97,5911.0,0.914,0
Kepler-142 b,1.98,,0.0306,1587.5,5726.0,1.243,0
Kepler-142 b,1.98,,0.0306,1587.5,5726.0,1.243,0
Kepler-142 b,1.75,,0.0311,1235.5,5759.0,1.101,0
Kepler-142 b,1.98,,0.0306,1587.5,5726.0,1.243,0
Kepler-142 b,1.94,,0.0314,1535.09,5794.0,1.225,0
Kepler-142 c,2.78,,0.0542,506.01,5726.0,1.243,0
Kepler-142 c,2.459,,0.055,394.9,5759.0,1.101,0
Kepler-142 c,2.78,,0.0542,506.01,5726.0,1.243,0
Kepler-142 c,2.75,,0.0555,491.37,5794.0,1.225,0
Kepler-142 c,2.78,,0.0542,506.01,5726.0,1.243,0
Kepler-142 d,1.43,,0.2305,27.98,5726.0,1.243,0
Kepler-142 d,1.67,,0.2361,27.15,5794.0,1.225,0
Kepler-142 d,1.43,,0.2305,27.98,5726.0,1.243,0
Kepler-142 d,1.269,,0.23405,21.8,5759.0,1.101,0
Kepler-142 d,1.43,,0.2305,27.98,5726.0,1.243,0
Kepler-1420 b,1.32,,0.0669,97.98,5280.0,0.794,0
Kepler-1420 b,1.24,,0.0671,99.83,5296.0,0.799,0
Kepler-1420 b,1.32,,0.0669,97.98,5280.0,0.794,0
Kepler-1420 b,1.32,,0.0669,97.98,5280.0,0.794,0
Kepler-1421 b,0.71,,0.0749,386.64,6540.0,1.151,0
Kepler-1421 b,0.91,,0.0762,505.0,6296.0,1.444,0
Kepler-1421 b,0.71,,0.0749,386.64,6540.0,1.151,0
Kepler-1421 b,0.71,,0.0749,386.64,6540.0,1.151,0
Kepler-1421 b,1.031,,0.07576,631.8,6190.0,1.659,0
Kepler-1422 b,1.94,,0.1499,113.88,6572.0,1.238,0
Kepler-1422 b,2.11,,0.1505,127.55,6616.0,1.298,0
Kepler-1422 b,2.11,,0.1505,127.55,6616.0,1.298,0
Kepler-1422 b,2.11,,0.1505,127.55,6616.0,1.298,0
Kepler-1423 b,2.62,,0.1586,71.16,5011.0,1.781,0
Kepler-1423 b,2.62,,0.1586,71.16,5011.0,1.781,0
Kepler-1423 b,2.62,,0.1586,71.16,5011.0,1.781,0
Kepler-1423 b,2.84,,0.1586,71.16,5011.0,1.781,0
Kepler-1424 b,1.74,,0.1861,37.12,5812.0,1.122,0
Kepler-1424 b,0.9,,0.1781,20.36,5850.0,0.785,0
Kepler-1424 b,0.9,,0.1781,20.36,5850.0,0.785,0
Kepler-1424 b,0.9,,0.1781,20.36,5850.0,0.785,0
Kepler-1424 b,1.613,,0.19068,58.6,5879.0,1.41,0
Kepler-1425 b,0.79,,0.1038,49.51,5559.0,0.79,0
Kepler-1425 b,0.72,,0.1038,49.51,5559.0,0.79,0
Kepler-1425 b,0.79,,0.1038,49.51,5559.0,0.79,0
Kepler-1425 b,1.67,,0.11435,170.7,5477.0,1.664,0
Kepler-1425 b,0.79,,0.1038,49.51,5559.0,0.79,0
Kepler-1426 b,1.73,,0.1187,95.22,6140.0,1.027,0
Kepler-1426 b,1.52,,0.1187,94.11,6131.0,1.024,0
Kepler-1426 b,1.52,,0.1187,94.11,6131.0,1.024,0
Kepler-1426 b,1.52,,0.1187,94.11,6131.0,1.024,0
Kepler-1427 b,1.09,,0.0196,2772.48,5853.0,1.007,0
Kepler-1427 b,1.09,,0.0196,2772.48,5853.0,1.007,0
Kepler-1427 b,1.08,,0.0197,2730.51,5866.0,1.0,0
Kepler-1427 b,1.09,,0.0196,2772.48,5853.0,1.007,0
Kepler-1428 b,2.985,,0.11051,706.1,6285.0,2.48,0
Kepler-1428 b,1.95,,0.0995,401.26,6409.0,1.622,0
Kepler-1428 b,1.95,,0.0995,401.26,6409.0,1.622,0
Kepler-1428 b,1.95,,0.0995,401.26,6409.0,1.622,0
Kepler-1428 b,1.79,,0.1059,285.79,6460.0,1.434,0
Kepler-1429 b,1.19,,0.0549,471.23,6210.0,1.033,0
Kepler-1429 b,1.19,,0.0549,471.23,6210.0,1.033,0
Kepler-1429 b,1.23,,0.055,488.22,6217.0,1.051,0
Kepler-1429 b,1.19,,0.0549,471.23,6210.0,1.033,0
Kepler-143 b,1.82,,0.1239,81.79,6010.0,1.037,0
Kepler-143 b,2.31,,0.12357,114.8,5802.0,1.314,0
Kepler-143 b,1.82,,0.1239,81.79,6010.0,1.037,0
Kepler-143 b,1.82,,0.1239,81.79,6010.0,1.037,0
Kepler-143 b,2.99,,0.1241,116.46,5857.0,1.305,0
Kepler-143 c,3.25,,0.1762,57.77,5857.0,1.305,0
Kepler-143 c,2.36,,0.1759,40.58,6010.0,1.037,0
Kepler-143 c,2.988,,0.17555,56.9,5802.0,1.314,0
Kepler-143 c,2.36,,0.1759,40.58,6010.0,1.037,0
Kepler-143 c,2.36,,0.1759,40.58,6010.0,1.037,0
Kepler-1430 b,1.03,,0.0304,208.54,4811.0,0.634,0
Kepler-1430 b,1.03,,0.0304,208.54,4811.0,0.634,0
Kepler-1430 b,1.03,,0.0304,208.54,4811.0,0.634,0
Kepler-1430 b,1.03,,0.0304,208.54,4811.0,0.634,0
Kepler-1431 b,1.46,,0.0648,302.77,6020.0,1.04,0
Kepler-1431 b,1.46,,0.0648,302.77,6020.0,1.04,0
Kepler-1431 b,1.46,,0.0648,302.77,6020.0,1.04,0
Kepler-1431 b,1.45,,0.0648,302.77,6020.0,1.04,0
Kepler-1432 b,2.22,,0.167,64.17,6313.0,1.122,0
Kepler-1432 b,2.22,,0.167,64.17,6313.0,1.122,0
